REGISTRY,ETHNIC_GROUP,YEAR,SEX,N_AGR,TOTAL,P0_4,P5_9,P10_14,P15_19,P20_24,P25_29,P30_34,P35_39,P40_44,P45_49,P50_54,P55_59,P60_64,P65_69,P70_74,P75_79,P80_84,P85,P_unk
3605,99,1995,1,18,234048,17720,18161,18573,17288,17112,16056,17951,18440,17349,16361,12915,10753,9593,9120,7376,4804,2906,1570,0
3605,99,1995,2,18,239625,16858,17370,17939,16518,16916,16483,18601,18813,17389,15982,12505,10745,9784,9535,8958,6716,4884,3629,0
3605,99,1996,1,18,234302,17590,18043,18527,17197,16485,16266,17185,18504,17610,16816,13206,11181,9443,9121,7500,4997,2990,1641,0
3605,99,1996,2,18,240141,16647,17243,17864,16574,16244,16611,17901,19122,17585,16457,12942,11050,9724,9484,8965,6915,5046,3767,0
3605,99,1997,1,18,233807,17251,17820,18281,17227,15831,16343,16335,18610,17621,16554,14246,11467,9618,9062,7620,5129,3094,1698,0
3605,99,1997,2,18,239798,16256,17117,17592,16563,15528,16662,17297,19106,17784,16366,13837,11298,9811,9487,8822,7152,5135,3985,0
3605,99,1998,1,18,233260,16772,17660,17951,17386,15232,16144,15860,18287,17641,16656,15035,11782,9837,8988,7768,5364,3122,1775,0
3605,99,1998,2,18,239206,15689,16923,17374,16598,14825,16496,16725,19042,17903,16553,14609,11488,9996,9424,8818,7419,5195,4129,0
3605,99,1999,1,18,232987,16399,17634,17865,17289,14767,15499,15486,18019,17834,16806,15388,12236,10179,8997,7929,5640,3121,1899,0
3605,99,1999,2,18,239033,15547,16671,17132,16649,14383,15966,16317,18797,18037,16793,15162,11954,10244,9307,8796,7702,5232,4344,0
3605,99,2000,1,18,232919,15938,17503,17736,17385,14451,14895,15398,17588,17945,16810,15911,12680,10548,8977,8073,5815,3211,2055,0
3605,99,2000,2,18,239164,15164,16626,16801,16752,14032,15467,16255,18314,18235,16953,15736,12370,10673,9258,8752,7783,5366,4627,0
3605,99,2001,1,18,232470,15941,17214,17645,17239,14163,14101,15488,16703,17962,16871,16397,13091,11023,8977,8043,6088,3326,2198,0
3605,99,2001,2,18,239325,15150,16360,16771,16636,13999,14721,16257,17524,18437,17073,16338,12818,10988,9248,8740,7819,5547,4899,0
3605,99,2002,1,18,232947,15699,16988,17415,17346,14549,13503,15547,16019,18097,16905,16205,14037,11400,9160,8063,6235,3493,2286,0
3605,99,2002,2,18,239665,14878,16064,16673,16639,14105,13970,16314,16992,18600,17258,16242,13861,11236,9446,8816,7709,5744,5118,0
3605,99,2003,1,18,232228,15669,16838,17581,17182,14996,13477,15570,15743,18131,17303,16453,11751,11671,9476,8019,6318,3757,2293,0
3605,99,2003,2,18,242125,14835,15825,16693,16742,14445,13666,16444,16676,18818,17586,16572,14849,11562,9688,8736,7777,5970,5241,0
3605,99,2004,1,18,234848,15490,16762,17785,17200,15177,13475,15428,15757,18122,17739,16699,12343,12257,9844,8048,6456,3962,2304,0
3605,99,2004,2,18,244807,14529,15961,16730,16679,14861,13671,16260,16599,18905,17963,16951,15604,12056,10007,8686,7814,6182,5349,0
3605,99,2005,1,18,236471,15398,16543,17805,17289,15463,13527,15051,15990,17832,17998,16822,12745,12659,10140,8058,6520,4171,2460,0
3605,99,2005,2,18,246573,14461,15754,16846,16456,15252,13660,16025,16607,18520,18342,17120,16210,12599,10346,8669,7783,6322,5601,0
3605,99,2006,1,18,238252,15572,16429,17638,17447,15643,13453,14702,16377,17359,18092,17132,13201,13182,10386,8104,6552,4340,2643,0
3605,99,2006,2,18,248395,14591,15604,16631,16497,15477,13835,15443,17054,17922,18745,17385,16627,13171,10672,8686,7794,6432,5829,0
3605,99,2007,1,18,239749,15956,16180,17581,17483,15724,13588,14146,16534,16692,18375,17270,12970,14314,10731,8257,6617,4474,2857,0
3605,99,2007,2,18,250050,15018,15374,16539,16594,15282,14106,14854,17254,17471,18935,17737,16547,14254,10918,8930,7821,6376,6040,0
3606,99,1983,1,18,2003140,150806,159591,184225,175191,177856,165232,160283,149551,118942,103744,102885,101612,83282,64830,50570,31020,15828,7692,0
3606,99,1983,2,18,2032562,144197,151560,177595,167719,174154,164821,160616,146379,113452,100225,98552,101002,90895,76388,64985,46910,30666,22446,0
3606,99,1984,1,18,2023349,151778,155801,182186,177036,178534,168328,161138,154592,122998,106238,101504,102167,87772,63724,52429,32420,16699,8005,0
3606,99,1984,2,18,2053143,145276,147969,175044,169837,174267,167320,162424,151424,117971,102505,97056,100860,94889,74959,67628,48481,31913,23320,0
3606,99,1985,1,18,2045027,153146,153678,178649,179489,178856,171592,161374,160078,127337,109513,99731,102917,90175,64920,53763,33735,17415,8659,0
3606,99,1985,2,18,2075041,146828,145797,171694,171894,173991,170205,163634,157493,122626,105239,95765,100428,96717,75971,69075,50407,32407,24870,0
3606,99,1986,1,18,2065739,153666,153156,172881,184598,176200,174667,163604,163293,132545,112386,100019,102174,91845,67846,54209,35365,17919,9366,0
3606,99,1986,2,18,2095117,147150,145717,164512,177213,172184,172953,164969,162794,127936,107030,96174,98657,97701,78579,69948,51997,33123,26480,0
3606,99,1987,1,18,2089730,155051,153660,166902,188496,175363,178094,166896,161181,143251,115248,101643,100510,92556,70888,54652,36562,18899,9878,0
3606,99,1987,2,18,2119216,147880,146894,158156,180718,171703,176239,167983,161660,138527,109671,98036,96720,97712,81778,70257,53627,34350,27305,0
3606,99,1988,1,18,2117323,156422,155142,163044,189808,176198,181368,170559,162567,151562,118424,103395,98761,93913,74311,53868,37880,19746,10355,0
3606,99,1988,2,18,2144622,149672,148007,154033,181734,171720,179284,170542,163291,147016,112573,99780,95393,97464,85543,69469,55305,35581,28215,0
3606,99,1989,1,18,2146760,158579,156970,160049,188059,179884,182524,176222,164801,156799,123587,105292,97634,94248,78284,52971,39461,20466,10930,0
3606,99,1989,2,18,2174724,151445,150056,151247,179962,175224,181246,174954,166054,152210,118094,101560,94702,96847,89750,67687,58001,36419,29266,0
3606,99,1990,1,18,2175480,161393,158629,158524,184786,183721,183351,181016,166441,162922,127746,108692,95782,95243,79746,54291,40273,21587,11337,0
3606,99,1990,2,18,2204342,153916,152356,150007,176864,178515,182150,179174,167858,159382,122532,104520,93323,96570,90999,68920,59164,38239,29853,0
3606,99,1991,1,18,2198253,163792,159283,157894,178504,189106,180581,184221,169609,166107,133053,111186,96404,94366,81345,56978,40686,22924,12214,0
3606,99,1991,2,18,2229118,156323,152683,150027,169448,184610,180331,182599,169749,164800,128198,106158,94057,94833,92166,71800,60052,39701,31583,0
3606,99,1992,1,18,2205031,164535,160919,158527,172017,189284,177633,184707,170433,162855,139461,113605,96323,93504,83309,60145,41408,23430,12936,0
3606,99,1992,2,18,2243787,156810,152870,150503,163497,186155,179478,185121,172231,162939,136171,108877,95009,94668,92402,75160,59791,40149,31956,0
3606,99,1993,1,18,2211575,164249,160299,158367,167476,189272,174393,184735,171454,162036,147197,114993,98280,91746,85029,62958,41298,24388,13405,0
3606,99,1993,2,18,2252613,156146,152769,150409,158596,185281,177052,185238,173837,163089,144729,110408,97206,92653,93015,78172,59570,41256,33187,0
3606,99,1994,1,18,2216393,163975,159862,158120,163436,186879,172779,183212,172909,161464,152260,118032,100348,90567,85390,66334,41247,25531,14048,0
3606,99,1994,2,18,2259072,155347,152313,150128,154375,182500,175421,184683,175173,163826,150324,114088,99132,91350,92558,81541,58949,43034,34330,0
3606,99,1995,1,18,2228890,163296,160458,159080,161071,183523,174799,180371,175916,161988,156291,122217,102791,89228,85982,68009,42535,26363,14972,0
3606,99,1995,2,18,2273110,154664,152037,151284,152186,179207,176661,183080,177604,165564,154924,119115,101094,90572,91710,83240,59755,44701,35712,0
3606,99,1996,1,18,2252649,162080,162763,160195,161400,175619,179113,178957,179533,166489,158888,126864,105099,90371,86364,70224,45209,27449,16032,0
3606,99,1996,2,18,2307506,153660,155188,153472,153115,172247,181545,182462,181594,169291,159970,124297,103750,92727,91908,85347,62641,46305,37987,0
3606,99,1997,1,18,2274291,160801,163748,160742,162543,173059,182978,177018,181713,169241,157563,136022,107773,91102,85569,71467,47714,27977,17261,0
3606,99,1997,2,18,2330857,153004,155910,153621,154677,168887,185747,180658,183985,172446,159502,133847,106269,93703,90505,85779,65723,46473,40121,0
3606,99,1998,1,18,2301029,159984,164900,161064,163659,173591,185571,176453,183225,171483,158857,143628,110648,93019,85285,73098,50541,27920,18103,0
3606,99,1998,2,18,2353908,151230,156623,154468,156110,167409,186409,180162,185703,174788,161284,142523,108537,95392,90160,86057,69353,46276,41424,0
3606,99,1999,1,18,2328131,158153,165919,161978,164561,174825,186574,177675,184722,174092,161391,148419,114669,94858,85041,73988,53935,27950,19381,0
3606,99,1999,2,18,2379459,149345,157607,155122,157811,167569,186122,181447,187302,176533,164621,147675,113036,96830,90079,85765,73381,45675,43539,0
3606,99,2000,1,18,2359029,156380,166259,163943,166540,176806,187902,180887,184836,177384,163132,153202,118953,97713,84351,75317,55413,29739,20272,0
3606,99,2000,2,18,2407767,148031,157690,156611,160267,169075,185647,183782,186833,179754,167055,153221,117391,99251,89476,86092,74602,47851,45138,0
3606,99,2001,1,18,2392413,155369,165358,165803,168465,180855,187389,186885,183230,180841,166211,157302,123604,100477,83720,76042,57124,32096,21642,0
3606,99,2001,2,18,2436555,146617,156966,158134,161908,172985,182243,188851,185905,183212,169197,158630,122294,101206,88932,85814,75901,50551,47209,0
3606,99,2002,1,18,2393565,156624,167117,167816,167160,168115,172069,188406,182033,184125,166931,156446,132224,105000,86135,76978,59379,34500,22507,0
3606,99,2002,2,18,2463663,149393,158360,160854,160582,164600,173789,195255,186794,187635,171093,160557,131947,105156,91020,85628,76984,54172,49844,0
3606,99,2003,1,18,2428556,157248,166724,170701,170514,173108,172227,190472,181882,186703,170497,157088,139821,106930,87898,76193,61153,36694,22703,0
3606,99,2003,2,18,2494929,149895,157462,162854,164839,168628,172277,196923,186830,190301,174233,161175,140642,106960,92882,84625,77310,56818,50275,0
3606,99,2004,1,18,2458862,157831,165735,172276,172551,177349,172771,190267,183578,187481,174714,158720,144660,110197,89929,75983,62500,39126,23194,0
3606,99,2004,2,18,2522605,150845,156351,163620,166808,171807,171341,196226,188344,191830,178098,162985,146066,110867,94966,84023,77600,59614,51214,0
3606,99,2005,1,18,2493999,159413,164863,173161,175411,181430,175046,188966,186899,188077,178213,161008,149174,114402,92712,75645,63880,40847,24852,0
3606,99,2005,2,18,2554603,151575,156185,164017,168375,176506,172439,194435,191036,192053,181843,164983,151962,115499,97283,83632,77832,61171,53777,0
3606,99,2006,1,18,2535068,162172,165174,172685,178464,187022,179458,186581,192140,187725,180985,164964,152236,119638,95137,76388,64802,42718,26779,0
3606,99,2006,2,18,2591472,154399,156255,163666,169714,181611,176485,189767,196645,191895,185370,167908,156844,121194,99179,84234,77657,62212,56437,0
3606,99,2007,1,18,2574901,165591,165092,172665,181029,190762,184671,184353,196555,187032,184425,167807,151724,128134,98535,78098,64831,44274,29323,0
3606,99,2007,2,18,2629925,157713,156411,163815,171935,184653,181404,186216,201526,191235,188805,171383,156594,130577,102039,85975,76969,63260,59415,0
3607,99,1983,1,18,691685,56152,57584,64739,59698,61720,60892,59562,54172,42082,35135,32882,30433,24666,19138,15439,10141,5057,2193,0
3607,99,1983,2,18,677385,53557,54237,61208,57059,59908,58725,57308,49893,39050,32835,30480,28766,25897,22203,18998,13406,8299,5556,0
3607,99,1984,1,18,702489,56996,57043,64129,60516,62133,61403,59509,56635,43967,36751,32798,31058,26474,18793,16103,10366,5485,2330,0
3607,99,1984,2,18,688806,54130,53990,60666,57711,60126,59318,57944,52386,40753,34335,30565,29262,27270,21785,19824,14102,8829,5810,0
3607,99,1985,1,18,715743,58249,57042,63464,61656,62526,62583,59905,59066,45874,38350,32912,31790,27334,19346,16599,10789,5647,2611,0
3607,99,1985,2,18,703029,55404,53874,60105,58902,60260,60477,59065,55097,42565,35683,30707,29969,27887,22201,20582,14769,9214,6268,0
3607,99,1986,1,18,736132,59948,57895,62029,64189,63486,64761,61383,62011,48599,39811,33498,32514,28349,20552,16987,11263,5930,2927,0
3607,99,1986,2,18,722893,56795,54513,59056,61203,60925,62521,60927,58695,44367,37082,31555,30381,28511,23104,21190,15458,9648,6962,0
3607,99,1987,1,18,754714,61306,59636,61215,66321,63345,66590,63282,62041,53297,41653,34463,32557,29103,21884,17136,11535,6315,3035,0
3607,99,1987,2,18,741532,58069,55937,57955,63178,61115,64524,62527,59477,48711,38700,32503,30607,28951,24455,21267,16217,10063,7276,0
3607,99,1988,1,18,774199,62722,61175,61592,67456,63549,68291,65096,63148,57449,43271,35812,32609,29844,23549,16786,11965,6530,3355,0
3607,99,1988,2,18,760971,59218,57757,57936,64144,61316,66117,64314,61567,52562,39943,33743,30875,29464,25903,21108,16671,10595,7738,0
3607,99,1989,1,18,795470,63999,63349,62426,68051,64637,69750,67138,64470,60715,45751,37572,32716,30397,25157,16541,12495,6695,3611,0
3607,99,1989,2,18,782975,60687,59570,58811,64625,62461,67724,66335,63488,56128,41999,35339,31226,29908,27279,20714,17472,11014,8195,0
3607,99,1990,1,18,812368,65140,65210,62952,67960,65974,69428,68840,65645,63318,48177,39023,32802,31066,25806,17218,12934,7046,3829,0
3607,99,1990,2,18,800678,61340,61521,59202,64642,63591,67793,68021,65385,59246,44191,36653,31465,30515,27567,21293,18053,11563,8637,0
3607,99,1991,1,18,822930,65480,66306,63591,66374,67733,67479,69557,66176,65654,50458,40633,32981,31396,26408,18136,13173,7368,4027,0
3607,99,1991,2,18,813137,61654,62540,59813,63197,65088,66539,68982,66628,62249,46189,37933,31844,30876,27957,22071,18535,12092,8950,0
3607,99,1992,1,18,833842,65191,66833,64458,64931,69351,66741,70236,67158,65639,54236,42166,33806,31500,27105,19166,13340,7626,4359,0
3607,99,1992,2,18,824203,61704,63080,60506,61421,66544,65718,69851,67538,62894,49853,39295,32655,30870,28356,23133,18557,12701,9527,0
3607,99,1993,1,18,843745,64895,66781,65170,64691,70050,66018,70907,68065,65506,58065,43216,35116,31476,27655,20368,13130,7966,4670,0
3607,99,1993,2,18,833924,61571,63135,61363,60883,66867,64668,70261,68334,63865,53481,40106,33833,30795,28847,24177,18407,13212,10119,0
3607,99,1994,1,18,856492,64931,66988,66290,64933,70216,66374,71686,69020,66195,60596,45260,36538,31460,28098,21717,12924,8325,4941,0
3607,99,1994,2,18,846517,61519,63525,62251,61089,66888,64895,70780,69118,65038,56341,41916,35097,30987,29043,25460,17975,13848,10747,0
3607,99,1995,1,18,871963,64846,67759,67454,65375,70618,67803,71607,70685,67257,62978,47506,37890,31756,28667,22325,13515,8714,5208,0
3607,99,1995,2,18,861824,61552,64266,63580,61467,67111,65873,70762,70335,66702,59040,44041,36128,31383,29570,25698,18556,14369,11391,0
3607,99,1996,1,18,887577,65040,68103,68631,65990,70303,70338,70895,72160,68479,65686,49625,39422,31875,29280,23019,14380,8874,5477,0
3607,99,1996,2,18,877679,61548,64688,64848,62414,66419,68056,70315,71556,68309,62164,45873,37489,31680,30052,26158,19230,14815,12065,0
3607,99,1997,1,18,902703,65473,68252,69540,66393,69436,72816,70624,73120,69635,65893,53924,41308,32745,29612,23873,15318,9030,5711,0
3607,99,1997,2,18,893935,61958,64932,65772,62662,65692,70116,70146,73188,69758,63059,50011,39271,32610,30063,26554,20535,14895,12713,0
3607,99,1998,1,18,917252,65817,68618,70254,67354,68306,73980,70381,74530,70486,66813,57948,42880,34192,29708,24532,16500,9003,5950,0
3607,99,1998,2,18,909575,61954,65277,66544,63541,64976,71377,70032,74412,70953,65028,53892,40539,33838,30137,27111,21784,14865,13315,0
3607,99,1999,1,18,930495,65873,69042,70865,68803,67355,73707,70708,75304,71401,67679,60753,44975,35946,29788,25219,17667,9079,6331,0
3607,99,1999,2,18,923918,62183,65488,67372,64687,64006,71322,70234,75056,72273,66628,56955,42522,35316,30368,27620,22925,14779,14184,0
3607,99,2000,1,18,942180,65562,69311,71502,70550,66763,72299,71629,74887,72792,68310,63303,47065,37635,29999,25933,18361,9646,6633,0
3607,99,2000,2,18,937714,62208,65732,67785,66671,63301,70408,71020,74951,73487,68267,60075,44538,36741,30694,28006,23425,15423,14982,0
3607,99,2001,1,18,951556,64908,69317,71733,71462,66886,69217,72766,74087,73888,69082,66151,49493,39111,30387,26450,19182,10357,7079,0
3607,99,2001,2,18,949603,61905,65655,68044,68177,63913,67908,72069,74293,74398,69797,63711,46062,37870,31244,28484,23787,16288,15998,0
3607,99,2002,1,18,964313,64054,69019,71701,73114,69486,67381,73910,73302,75261,69824,66316,53596,40719,31328,26720,19944,11159,7479,0
3607,99,2002,2,18,963009,61237,65234,68183,69633,66472,66263,73276,73663,75637,70600,64474,50120,39304,32202,28567,24185,17278,16681,0
3607,99,2003,1,18,979874,64349,69208,72516,73315,70227,67179,74764,73036,76760,71661,66982,57585,42126,32948,27064,20591,12106,7457,0
3607,99,2003,2,18,973196,61499,64840,68688,69608,66280,65161,73699,72991,76952,71906,65640,53901,40532,33417,28678,24727,18204,16473,0
3607,99,2004,1,18,996707,64583,69536,72994,74018,72284,67555,74767,73689,77697,73339,67884,60358,44152,34652,27250,21314,13023,7612,0
3607,99,2004,2,18,985930,61164,65010,68882,70025,67678,65205,73284,73246,77534,73402,66697,56977,42283,34695,28957,25077,19039,16775,0
3607,99,2005,1,18,1015795,65543,69635,73440,75138,74643,68547,74495,75471,78066,74985,68933,62937,46334,36065,27647,22006,13636,8274,0
3607,99,2005,2,18,1001293,61540,65040,69013,70581,69708,65835,72824,74195,77653,74684,68262,59877,44257,35892,29228,25530,19392,17782,0
3607,99,2006,1,18,1039045,67123,70182,74265,75971,77467,70624,73934,78521,78644,76387,70541,65445,48649,37297,28140,22669,14358,8828,0
3607,99,2006,2,18,1020336,63184,65808,69094,70949,72017,67340,72099,76314,77752,76014,69864,62677,46133,37008,29762,25894,19783,18644,0
3607,99,2007,1,18,1063849,69391,70599,74929,77036,79423,74048,73765,81339,79370,78067,71985,65532,52706,38988,29002,22992,15070,9607,0
3607,99,2007,2,18,1042270,65667,66351,69449,72290,73757,69671,71633,78533,77863,77438,71232,63206,50017,38517,30600,26155,20194,19697,0
4007,99,1988,1,18,295839,20265,21038,20468,25588,29969,27958,22759,20274,19214,20533,14474,14484,11686,8934,6222,6560,3648,1765,0
4007,99,1988,2,18,317905,19390,19968,19481,24395,29452,28391,23415,20591,19400,20961,14876,14932,15344,14662,9946,11252,7056,4393,0
